osm_id	name	bench	btst	bus	departures_board	description	highway	layer	level	local_ref	mvv:zone	name:bar	name:etymology:wikidata	name:official	network	network:guid	network:short	network:wikidata	network:wikipedia	note	official_name	old_name	operator	public_transport	public_transport:version	rail	railway	railway:position	railway:ref	ref	ref:IFOPT	ref_name	shelter	short_name	source	subway	train	tram	uic_name	uic_ref	wheelchair	wheelchair:description	wheelchair:tram	wikidata	wikipedia	geometry
339439942	Westfriedhof	NA	NA	yes	NA	Westfriedhof, Stop Tram 20/21/N20 Richtung Karlsplatz (Stachus)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5286974, 48.1695961)
347771459	Chiemgaustraße	NA	NA	NA	NA	Chiemgaustraße, Stop Tram 17 Richtung Amalienburgstraße	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	2	de:09162:1108:2:2	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5960986, 48.1072738)
353285654	Stiglmaierplatz	NA	NA	NA	NA	Stiglmaierplatz, Stop Tram 20/21/22/N20 Richtung Moosach Bahnhof/Westfriedhof/Hochschule München	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5587872, 48.1471542)
370658080	München Ost	NA	NA	NA	NA	München Ost, Gleis 7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DB Netz AG	stop_position	NA	NA	stop	NA	MOP	7	NA	NA	NA	NA	NA	NA	yes	NA	NA	8000262	NA	NA	NA	NA	NA	c(11.6055585, 48.1274915)
372524717	Tegernseer Landstraße	NA	NA	NA	NA	Tegernseer Landstraße, Stop Tram 15/25/N27 Richtung Großhesseloher Brücke/Grünwald, Derbolfinger Platz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5762774, 48.1120134)
401253916	Nordbad	NA	NA	NA	NA	Nordbad, Stop Tram 12/27/N27 Ri.Scheidplatz/Sendinger Tor/Großhesseloher Brücke	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	2	de:09162:34:2:2	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5645399, 48.1608963)
417075321	Leuchtenbergring	NA	NA	NA	NA	Leuchtenbergring, Gleis 4	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	München Leuchtenbergring	NA	DB	stop_position	NA	NA	stop	NA	MLEU	4	NA	NA	NA	NA	NA	NA	yes	NA	NA	8004134	no	NA	NA	NA	NA	c(11.6154465, 48.1340175)
417075327	Leuchtenbergring	NA	NA	NA	NA	Leuchtenbergring, Gleis 2	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	München Leuchtenbergring	NA	DB	stop_position	NA	NA	stop	NA	MLEU	2	NA	NA	NA	NA	NA	NA	yes	NA	NA	8004134	no	NA	NA	NA	NA	c(11.6165299, 48.1344046)
430532238	Großhesseloher Brücke	NA	NA	NA	NA	Großhesseloher Brücke, Stop Tram 25 Richtung Grünwald, Derbolfinger Platz; Endhaltestelle Tram 15/N27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	2	de:09162:1125:2:2	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5501786, 48.0768585)
430532239	Robert-Koch-Straße	NA	NA	NA	NA	Grünwald, Robert-Koch-Straße, Stop Tram 25 Richtung Grünwald, Derbolfinger Platz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5451553, 48.0629842)
439335246	Maxmonument	NA	NA	NA	NA	Maxmonument, Stop Tram 18 Richtung Gondrellplatz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5876807, 48.1378404)
439335320	Maxmonument	NA	NA	NA	NA	Maxmonument, Stop Tram 18 Richtung St. Emmeram	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5884727, 48.1372864)
443022913	Hanauer Straße	NA	NA	NA	NA	Hanauer Straße, Stop Tram 20/21/N20 Richtung Karlsplatz (Stachus)/Westfriedhof	NA	NA	NA	NA	M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	11	de:09162:304:11:11	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5279816, 48.1726836)
447870735	Botanischer Garten	NA	NA	NA	NA	Botanischer Garten, Stop Tram 17/N17 Richtung Amalienburgstraße	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5029734, 48.1644361)
462107131	Feldmoching	NA	NA	NA	NA	Feldmoching, Gleis 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	München-Feldmoching	NA	DB Netz AG	stop_position	NA	NA	stop	NA	MFE	3	NA	NA	NA	NA	NA	NA	yes	NA	NA	8004147	NA	NA	NA	NA	NA	c(11.5413387, 48.2135805)
463183616	Fasanerie	NA	NA	NA	NA	Fasanerie, Gleis 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DB Netz AG	stop_position	NA	NA	stop	NA	MFAS	2	NA	NA	NA	NA	NA	NA	yes	NA	NA	8004145	yes	NA	NA	NA	NA	c(11.5258717, 48.1977523)
471766265	Karlsfeld	NA	NA	NA	NA	Karlsfeld, Gleis 1, S2 Ri.Erding	NA	NA	NA	2	NA	NA	NA	NA	MVV	NA	NA	NA	NA	NA	München-Karlsfeld	NA	DB Netz AG	stop_position	NA	NA	stop	12.9	MKFS	1	NA	NA	NA	NA	NA	NA	yes	NA	München-Karlsfeld S-Bahn	8004150	yes	NA	NA	NA	NA	c(11.4594573, 48.2111949)
478521696	Rosenheimer Platz	NA	NA	NA	NA	Rosenheimer Platz, Gleis 1	NA	-3	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DB Netz AG	stop_position	NA	NA	stop	NA	MRP	1	NA	NA	NA	NA	NA	NA	yes	NA	NA	8004136	yes	NA	NA	NA	NA	c(11.5930123, 48.1291453)
478521700	München Hauptbahnhof (tief)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DB Station&Service AG	stop_position	NA	NA	stop	NA	MHT	1	NA	Hauptbahnhof (tief), München	NA	München Hbf (tief)	NA	NA	yes	NA	NA	8098263	limited	NA	NA	NA	NA	c(11.5602467, 48.1411708)
478521713	Isartor	NA	NA	NA	NA	Isartor, Gleis 1, S1/S2/S3/S4/S6/S7/S8 Ri.Ostbahnhof	NA	-3	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	München Isartor	NA	DB Netz AG	stop_position	NA	NA	stop	NA	MIT	1	NA	Isartor, München	NA	NA	NA	NA	yes	NA	NA	8004131	no	NA	NA	NA	NA	c(11.5831392, 48.1341389)
478521714	Marienplatz	NA	NA	NA	NA	S-Bahnhof Marienplatz, Gleis 1	NA	-2	-2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	München Marienplatz	NA	DB Netz AG	stop_position	NA	NA	stop	NA	MMP	NA	NA	Marienplatz, München	NA	NA	NA	NA	yes	NA	NA	8004135	NA	NA	NA	NA	NA	c(11.5755532, 48.1371026)
480267606	München Hauptbahnhof	NA	NA	NA	NA	Gleis 5-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Holzkirchner Flügelbahnhof	DB Station&Service AG	stop_position	NA	NA	stop	NA	MH S	5	NA	NA	NA	München Hbf, Gl.5-10	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	c(11.5531305, 48.1399645)
494089565	Berg am Laim	NA	NA	NA	NA	Berg am Laim, Gleis 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	München-Berg am Laim	NA	DB Netz AG	stop_position	NA	NA	stop	NA	MBAL	1	NA	NA	NA	NA	NA	NA	yes	NA	NA	8004142	yes	NA	NA	NA	NA	c(11.6334803, 48.1339306)
494233382	Neubiberg	NA	NA	NA	NA	Neubiberg, Gleis 1, S7 Richtung Wolfratshausen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DB Netz AG	stop_position	NA	NA	stop	NA	MNB	1	NA	NA	NA	NA	NA	NA	yes	NA	NA	8004252	yes	NA	NA	NA	NA	c(11.6602523, 48.0758905)
520170689	Giesing	NA	NA	NA	NA	U-Bahnhof Giesing, Gleis 2	NA	NA	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	2	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	limited	NA	NA	NA	NA	c(11.5957094, 48.1109586)
520170690	Giesing	NA	NA	NA	NA	Giesing	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	München-Giesing	NA	DB Netz AG	stop_position	NA	NA	stop	NA	MGI	3	NA	NA	NA	NA	NA	NA	yes	NA	NA	8004148	NA	NA	NA	NA	NA	c(11.5962695, 48.1111647)
520170703	Sankt-Martin-Straße	NA	NA	NA	NA	Sank-Martin-Straße, Gleis 1, S3/S7 Ri.Holzkirchen/Kreuzstraße	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	München Sankt-Martin-Straße	NA	DB Netz AG	stop_position	NA	NA	stop	NA	MMAR	1	NA	NA	NA	NA	NA	NA	yes	NA	NA	8004138	no	NA	NA	NA	NA	c(11.5958282, 48.1184485)
525847546	Fasangarten	NA	NA	NA	NA	Fasangarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	München-Fasangarten	NA	DB Netz AG	stop_position	NA	NA	stop	NA	MFG	2	NA	NA	NA	NA	NA	NA	yes	NA	NA	8004146	yes	NA	NA	NA	NA	c(11.6057362, 48.0933065)
526026902	Unterhaching	NA	NA	NA	NA	Unterhaching, Gleis 1, S3 Ri.Mammendorf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DB Netz AG	stop_position	NA	NA	stop	NA	MUH	1	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	yes	NA	NA	NA	NA	c(11.6124, 48.0651502)
526026903	Unterhaching	NA	NA	NA	NA	Unterhaching, Gleis 2, S3 Ri.Holzkirchen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DB Netz AG	stop_position	NA	NA	stop	NA	MUH	2	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	limited	NA	NA	NA	NA	c(11.6123515, 48.065148)
526026931	Fasanenpark	NA	NA	NA	NA	Fasanenpark, Gleis 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DB Netz AG	stop_position	NA	NA	stop	NA	MFP	2	NA	NA	NA	NA	NA	NA	yes	NA	NA	8001963	NA	NA	NA	NA	NA	c(11.60944, 48.0795765)
527374214	Pelkovenstraße	NA	NA	NA	NA	Pelkovenstraße, Stop Tram 20/N20 Richtung Moosach Bahnhof	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5107604, 48.1810746)
527374215	Pelkovenstraße	NA	NA	NA	NA	Pelkovenstraße, Stop Tram 20/N20 Richtung Karlsplatz (Stachus)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5109808, 48.1810592)
538480080	St.-Martins-Platz	NA	NA	NA	NA	St.-Martins-Platz, Stop Tram 17/N27 Richtung Amalienburgstraße/ Petuelring	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5882855, 48.1172393)
546198877	Heideckstraße	NA	NA	NA	NA	Goethe-Institut, Stop Tram 20/21/N20 Richtung Moosach Bahnhof/Westfriedhof	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	2	de:09162:307:2:2	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5416739, 48.163233)
587888531	Schwabing Nord	NA	NA	NA	NA	Schwabing Nord, Stop Tram 23 Richtung Münchner Freiheit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5909661, 48.18665)
587888552	Schwabing Nord	NA	NA	NA	NA	Schwabing Nord, Stop Tram 23 (Endhaltestelle)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.591547, 48.1870064)
587913266	Schwabinger Tor	NA	NA	NA	NA	Schwabinger Tor, Stop Tram 23 Richtung Münchner Freiheit	NA	NA	NA	NA	NA	NA	NA	NA	Münchner Verkehrs- und Tarifverbund	NA	NA	NA	NA	NA	NA	NA	MVG	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5861369, 48.1727089)
595311109	Münchner Freiheit	NA	NA	NA	NA	Münchner Freiheit, Stop Tram 23 Richtung Schwabing Nord und Ausstieg Tram 23 (Endhaltestelle)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MVG	stop_position	NA	NA	stop	NA	NA	7	de:09162:500:1:7	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5866102, 48.1623953)
595311120	Am Münchner Tor	NA	NA	NA	NA	Am Münchner Tor, Stop Tram 23 Richtung Münchner Freiheit	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5882447, 48.176048)
601733617	Pasing	NA	NA	NA	NA	Pasing, Gleis 6	NA	NA	NA	6	NA	NA	NA	NA	MVV	NA	NA	NA	NA	NA	NA	NA	DB Netz AG	stop_position	NA	NA	stop	7.4	MP S	6	NA	NA	NA	NA	NA	NA	yes	NA	München-Pasing S-Bahn	8004158	yes	NA	NA	NA	NA	c(11.4616338, 48.1499721)
601733627	Hackerbrücke	NA	NA	NA	NA	Hackerbrücke, Gleis 1, S1/S2/S3/S4/S6/S7/S8 Ri.Hauptbahnhof/Ostbahnhof	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DB Station&Service AG	stop_position	NA	NA	stop	NA	MHAB	1	NA	NA	NA	NA	NA	NA	yes	NA	NA	8004129	yes	NA	NA	NA	NA	c(11.5485744, 48.1419058)
603097507	Ismaning	NA	NA	NA	NA	Ismaning, Gleis 2, S8 Ri. Flughafen München	NA	NA	-1	2	NA	NA	NA	NA	MVV	NA	NA	NA	NA	NA	NA	NA	DB InfraGO AG	stop_position	NA	NA	stop	14.6	MIS	2	NA	NA	NA	NA	NA	NA	yes	NA	Ismaning	8003092	NA	NA	NA	NA	NA	c(11.6795099, 48.2257932)
615421829	Westkreuz	NA	NA	NA	NA	Westkreuz, Gleis 2	NA	1	1	NA	NA	Westkreiz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DB Netz AG	stop_position	NA	NA	stop	NA	MWKR	2	NA	NA	NA	NA	NA	NA	yes	NA	NA	8004163	yes	NA	NA	NA	NA	c(11.4439698, 48.1489707)
615422391	Pasing	NA	NA	NA	NA	München-Pasing, Gleis 5	NA	NA	NA	5	NA	NA	NA	NA	MVV	NA	NA	NA	NA	NA	NA	NA	DB Netz AG	stop_position	NA	NA	stop	7.4	MP S	5	NA	NA	NA	NA	NA	NA	yes	NA	München-Pasing S-Bahn	8004158	yes	NA	NA	NA	NA	c(11.4615699, 48.1498685)
616836527	Freiham	NA	NA	NA	NA	Freiham, Gleis 2, S8 Ri.Herrsching	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	station opened 14.9.2013 as 150. station in S-Bahn Munich	München-Freiham	NA	DB InfraGO AG	stop_position	NA	NA	stop	NA	MFHH	1	NA	NA	NA	NA	NA	NA	yes	NA	NA	8004181	yes	NA	NA	NA	NA	c(11.4100639, 48.1400215)
616836533	Neuaubing	NA	NA	NA	NA	Neuaubing, Gleis 2, S8 Ri.Herrsching	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	München-Neuaubing	NA	DB Netz AG	stop_position	NA	NA	stop	NA	MNA	2	NA	NA	NA	NA	NA	NA	yes	NA	NA	8004156	NA	NA	NA	NA	NA	c(11.4220763, 48.1417106)
616850017	Harthaus	NA	NA	NA	NA	Harthaus, Gleis 2	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DB Netz AG	stop_position	NA	NA	stop	NA	MHHS	2	NA	NA	NA	NA	NA	NA	yes	NA	NA	8002610	NA	NA	NA	NA	NA	c(11.387699, 48.1334606)
617208749	Germering-Unterpfaffenhofen	NA	NA	NA	NA	Germering-Unterpfaffenhofen, Gleis 2	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	MUG	2	NA	NA	NA	NA	NA	NA	yes	NA	NA	8006006	NA	NA	NA	NA	NA	c(11.3640153, 48.1288691)
617262605	Lochham	NA	NA	NA	NA	Lochham	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DB Netz AG	stop_position	NA	NA	stop	NA	MLCH	2	NA	NA	NA	NA	NA	NA	yes	NA	NA	8003720	NA	NA	NA	NA	NA	c(11.4307149, 48.1282896)
617264580	Gräfelfing	NA	NA	NA	NA	Gräfelfing, Gleis 1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DB Netz AG	stop_position	NA	NA	stop	NA	MGFL	1	de:09184:2590:21:22	NA	NA	NA	NA	NA	yes	NA	NA	8002339	NA	NA	NA	NA	NA	c(11.425585, 48.1196364)
617275202	Planegg	NA	NA	NA	NA	Planegg, Gleis 2 Richtung Ostbahnhof	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DB Netz AG	stop_position	NA	NA	stop	NA	MPL	2	NA	NA	NA	NA	NA	NA	yes	NA	NA	8004827	NA	NA	NA	NA	NA	c(11.4137168, 48.1054612)
617284887	Gauting	NA	NA	NA	NA	Gauting, Gleis 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	3	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	c(11.3761823, 48.0706116)
650103868	Johanneskirchen	NA	NA	NA	NA	Johanneskirchen, Gleis 3, S8 Ri.Herrsching	NA	NA	NA	3	NA	NA	NA	München-Johanneskirchen	MVV	NA	NA	NA	NA	NA	NA	NA	DB InfraGO AG	stop_position	NA	NA	stop	28.4	MJK	3	NA	NA	NA	NA	NA	NA	yes	NA	München-Johanneskirchen	8004149	no	NA	NA	NA	NA	c(11.6459355, 48.1676051)
682317772	Säulingstraße	NA	NA	NA	NA	Säulingstraße, Stop Tram 18 Richtung St.Emmeram	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5124285, 48.1275767)
682319627	Stegener Weg	NA	NA	NA	NA	Stegener Weg, Stop Tram 18 Richtung St. Emmeram	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5082996, 48.1258472)
737174131	Mittersendling	NA	NA	NA	NA	Mittersendling, Gleis 1, Meridan/S7/S20 Ri.München/Kreuzstraße/Pasing	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	München-Mittersendling	NA	DB Netz AG	stop_position	NA	NA	stop	NA	MMT	1	NA	NA	NA	NA	NA	NA	yes	NA	NA	8004154	NA	NA	NA	NA	NA	c(11.5364506, 48.1078336)
737174132	Donnersbergerbrücke	NA	NA	NA	NA	Donnersbergerbrücke, Gleis 1, S1/S2/S3/S4/S6/S8 Ri.Laim/Pasing	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	München Donnersbergerbrücke	NA	DB Station&Service AG	stop_position	NA	NA	stop	NA	MMDN	1	NA	NA	NA	NA	NA	NA	yes	NA	NA	8004128	no	NA	NA	NA	NA	c(11.5365181, 48.142813)
737174133	Heimeranplatz	NA	NA	NA	NA	U Heimeranplatz, Gleis 1	NA	NA	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Münchner Verkehrsgesellschaft	stop_position	NA	NA	stop	NA	NA	1	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	yes	NA	NA	NA	NA	c(11.5323088, 48.1335962)
737174134	Großhesselohe Isartalbahnhof	NA	NA	NA	NA	Großhesselohe Isartalbahnhof, Gleis 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	MGOI	1	NA	NA	NA	NA	NA	NA	yes	NA	NA	8002422	NA	NA	NA	NA	NA	c(11.530843, 48.0711832)
737174136	Heimeranplatz	NA	NA	NA	NA	Heimeranplatz, Gleis 2	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DB Station&Service AG	stop_position	NA	NA	stop	NA	MHP	2	NA	NA	NA	NA	NA	NA	yes	NA	NA	8005419	NA	NA	NA	NA	NA	c(11.5316598, 48.1331046)
737174137	Großhesselohe Isartalbahnhof	NA	NA	NA	NA	Großhesselohe Isartalbahnhof, Gleis 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	MGOI	2	NA	NA	NA	NA	NA	NA	yes	NA	NA	8002422	NA	NA	NA	NA	NA	c(11.5309528, 48.0711591)
737174138	Neubiberg	NA	NA	NA	NA	Neubiberg, Gleis 2, S7 Richtung Kreuzstraße	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DB Netz AG	stop_position	NA	NA	stop	NA	MNB	2	de:09184:2200:21:22	NA	NA	NA	NA	NA	yes	NA	NA	8004252	yes	NA	NA	NA	NA	c(11.6602082, 48.0757941)
737174140	Donnersbergerbrücke	NA	NA	NA	NA	Donnersbergerbrücke, Gleis 2, S7 Ri.Wolfratshausen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	München Donnersbergerbrücke	NA	DB Station&Service AG	stop_position	NA	NA	stop	NA	MMDN	2	NA	NA	NA	NA	NA	NA	yes	NA	NA	8004128	no	NA	NA	NA	NA	c(11.536521, 48.1427197)
737174147	Ostbahnhof	NA	NA	NA	NA	Ostbahnhof, Gleis 4	NA	NA	NA	NA	NA	NA	NA	NA	MVV	NA	NA	NA	NA	NA	NA	NA	DB Netz AG	stop_position	NA	NA	stop	NA	MOP	4	NA	NA	NA	NA	NA	NA	yes	NA	NA	8000262	yes	NA	NA	NA	NA	c(11.6053359, 48.1276364)
737174148	Donnersbergerbrücke	NA	NA	NA	NA	Donnersbergerbrücke, Gleis 4, S7 Ri.Kreuzstraße	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	München Donnersbergerbrücke	NA	DB Station&Service AG	stop_position	NA	NA	stop	NA	MMDN	4	NA	NA	NA	NA	NA	NA	yes	NA	NA	8004128	no	NA	NA	NA	NA	c(11.5365269, 48.1425329)
737174149	Siemenswerke	NA	NA	NA	NA	Siemenswerke, Gleis 1, S7/S20 Ri.Kreuzstraße/Pasing	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	München Siemenswerke	NA	DB Netz AG	stop_position	NA	NA	stop	NA	MSW	1	NA	NA	NA	NA	NA	NA	yes	NA	NA	8004137	NA	NA	NA	NA	NA	c(11.5327555, 48.0942988)
751989475	Heimeranplatz	NA	NA	NA	NA	Heimeranplatz, Gleis 11	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DB Station&Service AG	stop_position	NA	NA	stop	NA	MHPW	11	NA	NA	NA	NA	NA	NA	yes	NA	NA	8005419	yes	NA	NA	NA	NA	c(11.5312674, 48.1329277)
754726023	München Hauptbahnhof	NA	NA	NA	NA	Gleis 27-36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Starnberger Flügelbahnhof	DB Station&Service AG	stop_position	NA	NA	stop	NA	MH N	36	NA	NA	NA	München Hbf Gl.27-36	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	c(11.5558671, 48.1418086)
798706412	Schilcherweg	NA	NA	NA	NA	Schilcherweg, Stop Tram 25 Richtung Grünwald, Derbolfinger Platz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5473645, 48.0712396)
