osm_id	name	bench	btst	bus	departures_board	description	highway	layer	level	local_ref	mvv:zone	name:bar	name:etymology:wikidata	name:official	network	network:guid	network:short	network:wikidata	network:wikipedia	note	official_name	old_name	operator	public_transport	public_transport:version	rail	railway	railway:position	railway:ref	ref	ref:IFOPT	ref_name	shelter	short_name	source	subway	train	tram	uic_name	uic_ref	wheelchair	wheelchair:description	wheelchair:tram	wikidata	wikipedia	geometry
201678136	Effnerplatz	NA	NA	NA	NA	Effnerplatz, Stop Tram N17 Richtung Amalienburgstraße	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.6130318, 48.1521269)
201741326	Max-Weber-Platz	NA	NA	NA	NA	Max-Weber-Platz, Stop Tram 15/25/19/N19 Richtung Großhesseloher Brücke/Grünwald, Derbolfinger Platz/Pasing	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	limited	NA	NA	NA	NA	c(11.5984748, 48.1356602)
202778016	Authariplatz	NA	NA	NA	NA	Authariplatz, Stop Tram 25/N27 Richtung Grünwald, Derbolfinger Platz/Großhesseloher Brücke	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5627022, 48.0922102)
202778019	Tiroler Platz	NA	NA	NA	NA	Tiroler Platz, Stop Tram 15/25/N27 Richtung Grünwald, Derbolfinger Platz/Großhesseloher Brücke	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5636202, 48.0960853)
202778024	Südtiroler Straße	NA	NA	NA	NA	Südtiroler Straße, Stop Tram 15/25/N27 Richtung Großhesseloher Brücke/Grünwald, Derbolfinger Platz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	survey	NA	NA	yes	NA	NA	limited	NA	NA	Q104781454	NA	c(11.5665482, 48.1006556)
202879550	Leonrodplatz	NA	NA	NA	NA	Leonrodplatz, Stop Tram 20/21/N20 Richtung Westfriedhof	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	4	de:09162:11:3:4	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5469401, 48.1598887)
202880062	Olympiapark West	NA	NA	NA	NA	Olympiapark West, Stop Tram 20/21/N20 Richtung Moosach Bahnhof/Westfriedhof	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5372733, 48.1665576)
202880079	Borstei	NA	NA	NA	NA	Borstei, Stop Tram 20/21/N20 Richtung Moosach Bahnhof/Westfriedhof	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	2	de:09162:305:2:2	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5332287, 48.1695877)
202880094	Hanauer Straße	NA	NA	NA	NA	Hanauer Straße, Stop Tram 20/N20 Richtung Moosach Bahnhof	NA	NA	NA	NA	M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	12	de:09162:304:11:12	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5275185, 48.1729447)
203210007	Isartor	NA	NA	NA	timetable	Isartor, Stop Tram 16/N17 Richtung St.Emmeram/Effnerplatz	NA	NA	NA	NA	NA	NA	NA	NA	Münchner Verkehrs- und Tarifverbund	DE-BY-MVV	MVV	Q259000	de:Münchner Verkehrs- und Tarifverbund	NA	NA	NA	MVG	stop_position	NA	NA	stop	NA	NA	NA	NA	Isartor, München	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5832489, 48.1333258)
206155331	Theodolindenplatz	NA	NA	NA	NA	Theodolindenplatz, Stop Tram 15/25/N27 Richtung Großhesseloher Brücke/Grünwald, Derbolfinger Platz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	limited	NA	NA	NA	NA	c(11.5568296, 48.0902495)
207583981	Karlsplatz (Stachus)	NA	NA	NA	NA	Karlsplatz (Stachus), Gleis 2, U4/U5 Ri.Westendstraße/Laimer Platz	NA	-5	-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	1	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	c(11.5669662, 48.1404283)
207588044	Schwanthalerhöhe	NA	NA	NA	NA	Schwanthalerhöhe, Gleis 1, U4/U5 Ri.Westendstraße/Laimer Platz	NA	NA	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	1	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	no	Bahn - Bahnsteig 8 - 13cm	NA	NA	NA	c(11.541051, 48.1338556)
207594090	Theresienwiese	NA	NA	NA	NA	Theresienwiese, Gleis 1, U4/U5 Ri.Westendstraße/Laimer Platz	NA	NA	-2	NA	NA	NA	Q233198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	1	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	c(11.5521165, 48.1357205)
207594097	Lehel	NA	NA	NA	NA	Lehel, Gleis 1	NA	-5	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MVG	stop_position	NA	NA	stop	NA	NA	1	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	yes	NA	NA	NA	NA	c(11.588165, 48.1397046)
207598530	Böhmerwaldplatz	NA	NA	NA	NA	Böhmerwaldplatz, Gleis 2	NA	NA	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81679 München	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	2	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	yes	NA	NA	NA	NA	c(11.615692, 48.1434646)
207598531	Richard-Strauss-Straße	NA	NA	NA	NA	Richard-Strauss-Straße, Gleis 2 U4 Ri.Arabellapark	NA	NA	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81679 München	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	2	NA	Richard-Strauss-Straße, München	NA	NA	NA	yes	NA	NA	NA	NA	yes	NA	NA	NA	NA	c(11.616619, 48.1483306)
213519696	Ostbahnhof	NA	NA	NA	NA	Ostbahnhof, Gleis 3	NA	NA	NA	NA	NA	NA	NA	NA	MVV	NA	NA	NA	NA	NA	NA	NA	DB Netz AG	stop_position	NA	NA	stop	NA	MOP	3	NA	NA	NA	NA	NA	NA	yes	NA	NA	8000262	yes	NA	NA	NA	NA	c(11.6052044, 48.1277234)
237620737	Pasing	NA	NA	NA	NA	München-Pasing, Gleis 8	NA	NA	NA	8	NA	NA	NA	NA	MVV	NA	NA	NA	NA	NA	NA	NA	DB Netz AG	stop_position	NA	NA	stop	7.4	MP	8	NA	NA	NA	NA	NA	NA	yes	NA	München-Pasing S-Bahn	8004158	yes	NA	NA	NA	NA	c(11.4617216, 48.1501148)
237680533	München Hauptbahnhof (tief)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DB Station&Service AG	stop_position	NA	NA	stop	NA	MHT	2	NA	Hauptbahnhof (tief), München	NA	München Hbf (tief)	NA	NA	yes	NA	NA	8098263	yes	NA	NA	NA	NA	c(11.5602443, 48.1412644)
246922487	Friedenheimer Straße	NA	NA	NA	NA	Friedenheimer Straße, Gleis 1	NA	NA	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	1	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	c(11.5108602, 48.1351801)
246922490	Laimer Platz	NA	NA	NA	NA	Laimer Platz, Gleis 1	NA	-2	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	1	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	c(11.5019854, 48.1355221)
248795453	Prinzregentenplatz	NA	NA	NA	NA	Prinzregentenplatz, Gleis 2, U4 Ri.Arabellapark	NA	NA	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81679 München	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	2	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	no	NA	NA	NA	NA	c(11.6071108, 48.1392379)
248796128	Arabellapark	NA	NA	NA	NA	NA	NA	-5	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nur Ausstieg	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	2	NA	Arabellapark, München	NA	NA	NA	yes	NA	NA	NA	NA	limited	NA	NA	NA	NA	c(11.6220687, 48.1534607)
277608575	Kieferngarten	NA	NA	NA	NA	U-Bahnhof Kieferngarten, Gleis 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	4	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	c(11.6132286, 48.2038679)
279106850	Fürstenried West	NA	NA	NA	NA	Tram Stop Fürstenried-West, Gleis 2, U3 Ri. Moosach	NA	NA	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	1	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	c(11.480886, 48.0882863)
283339665	Steubenplatz	NA	NA	NA	NA	Steubenplatz, Stop Tram 16/17/N17 Richtung Romanplatz/Amalienburgstraße	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5196337, 48.1502458)
283339669	Kriemhildenstraße	NA	NA	NA	NA	Kriemhildenstraße, Stop Tram 16/17/N17 Richtung Romanplatz/Amalienburgstraße	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5152732, 48.1522831)
283339676	Schloss Nymphenburg	NA	NA	NA	NA	Schloss Nymphenburg, Stop Tram 17/N17 Richtung Amalienburgstraße	NA	NA	NA	NA	M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	limited	NA	NA	NA	NA	c(11.5114844, 48.1591553)
283340072	Maria-Ward-Straße	NA	NA	NA	NA	Maria-Ward-Straße, Stop Tram 17/N17 Richtung Amalienburgstraße	NA	NA	NA	NA	M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	no	NA	NA	NA	NA	c(11.5059798, 48.164081)
283340081	Amalienburgstraße	NA	NA	NA	NA	Tram Stop, 17/N16 Richtung Schwanseestr./Effnerplatz	NA	NA	NA	NA	NA	NA	NA	NA	Münchner Verkehrs- und Tarifverbund	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.4947019, 48.1653606)
290269350	Donnersbergerstraße	NA	NA	NA	NA	Donnersbergerstraße, Stop Tram 16/17/N16 Richtung St. Emmeram/Schwanseestraße/Effnerplatz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5367127, 48.1461733)
292922895	Karlsplatz (Stachus)	NA	NA	NA	NA	Karlsplatz (Stachus) Nord, Stop Tram 19/N19 Richtung Pasing	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5645248, 48.1399387)
294042587	Siglstraße	NA	NA	NA	NA	Siglstraße, Stop Tram 18 Richtung Gondrellplatz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5142035, 48.1349209)
295537272	Burghausener Straße	NA	NA	NA	NA	Burghausener Straße, Stop Tram 16/17/N17 Richtung Romanplatz/Amalienburgstraße	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	2	de:09162:218:2:2	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5295853, 48.1472726)
295537297	Briefzentrum	NA	NA	NA	NA	Briefzentrum, Stop Tram 16/17/N17 Richtung Romanplatz/Amalienburgstraße	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	2	de:09162:217:2:2	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5243306, 48.1490919)
295537404	Donnersbergerstraße	NA	NA	NA	NA	Donnersbergerstraße, Stop Tram 16/17/N17 Richtung Romanplatz/Amalienburgstraße	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	limited	NA	NA	NA	NA	c(11.535036, 48.1463471)
295538135	Marsstraße	NA	NA	NA	NA	Marsstraße, Stop Tram 16/17/N17 Richtung Romanplatz/Amalienburgstraße	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	limited	NA	NA	NA	NA	c(11.5418282, 48.1450646)
295611403	Herzogstraße	NA	NA	NA	NA	Herzogstraße, Stop Tram 27/N27 Richtung Petuelring	NA	NA	NA	NA	M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	1	de:09162:311:1:1	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5642959, 48.1637852)
295613382	Petuelring	NA	NA	NA	NA	Petuelring, Tramstop Linie 27/N27	NA	NA	NA	NA	M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	c(11.5660734, 48.1748492)
296000970	Wintrichring	NA	NA	NA	NA	Wintrichring, Stop Tram 20/N20 Richtung Moosach Bahnhof	NA	NA	NA	NA	M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5214129, 48.1761041)
296001285	Hugo-Troendle-Straße	NA	NA	NA	NA	Hugo-Troendle-Straße, Stop Tram 20/N20 Richtung Moosach Bahnhof	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5146945, 48.1793749)
297066059	Fritz-Meyer-Weg	NA	NA	NA	NA	Fritz-Meyer-Weg, Stop Tram 16/37 Richtung Romanplatz/Max-Weber-Platz (Johannisplatz)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	6	de:09162:601:5:6	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.6365992, 48.172423)
297255728	Botanischer Garten	NA	NA	NA	NA	Botanischer Garten, Stop Tram 17/N16 Richtung Schwanseestraße/Effnerplatz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5023278, 48.1644789)
297255736	Maria-Ward-Straße	NA	NA	NA	NA	Maria-Ward-Straße, Stop Tram 17/N16 Richtung Schwanseestraße/Effnerplatz	NA	NA	NA	NA	M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	no	NA	NA	NA	NA	c(11.5061793, 48.1639954)
297265351	Kriemhildenstraße	NA	NA	NA	NA	Kriemhildenstraße, Stop Tram 16/17/N16 Richtung St. Emmeram/Schwanseestraße/Effnerplatz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	limited	NA	NA	NA	NA	c(11.5154036, 48.1521554)
297270141	Steubenplatz	NA	NA	NA	NA	Steubenplatz, Stop Tram 16/17/N16 Richtung St. Emmeram/Schwanseestraße/Effnerplatz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5209796, 48.1499802)
297270147	Briefzentrum	NA	NA	NA	NA	Briefzentrum, Stop Tram 16/17/N16 Richtung St. Emmeram/Schwanseestraße/Effnerplatz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	1	de:09162:217:2:1	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5245382, 48.1489885)
297270159	Burghausener Straße	NA	NA	NA	NA	Burghausener Straße, Stop Tram 16/17/N16 Richtung St. Emmeram/Schwanseestraße/Effnerplatz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	1	de:09162:218:2:1	NA	NA	NA	NA	NA	NA	yes	NA	NA	limited	NA	NA	NA	NA	c(11.5297933, 48.147201)
297272417	Marsstraße	NA	NA	NA	NA	Marsstraße, Stop Tram 16/17/N16 Richtung St. Emmeram/Schwanseestraße/Effnerplatz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5420314, 48.1449892)
297295162	Schloss Nymphenburg	NA	NA	NA	NA	Schloss Nymphenburg, Stop Tram 17/N16 Richtung Schwanseestraße/Effnerplatz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5114595, 48.157838)
302371739	Mariahilfplatz	NA	NA	NA	NA	Mariahilfplatz, Stop Tram 17/N27 Richtung Amalienburgstraße/Großhesseloher Brücke	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5812967, 48.1240964)
302555371	Giesing Bahnhof	NA	NA	NA	NA	Giesing Bahnhof, Stop Tram 18 Richtung Gondrellplatz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Münchner Verkehrsgesellschaft	stop_position	NA	NA	stop	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5947837, 48.1105777)
315108848	Moosach Bahnhof	NA	NA	NA	NA	Moosach Bahnhof, Stop Tram 20/N20 Richtung Karlsplatz (Stachus)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Münchner Verkehrsgesellschaft	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5074549, 48.1804733)
315108863	Hugo-Troendle-Straße	NA	NA	NA	NA	Hugo-Troendle-Straße, Stop Tram 20/N20 Richtung Karlsplatz (Stachus)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5148049, 48.1792911)
315108870	Wintrichring	NA	NA	NA	NA	Wintrichring, Stop Tram 20/N20 Richtung Karlsplatz (Stachus)	NA	NA	NA	NA	M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5215328, 48.1760111)
315572665	Borstei	NA	NA	NA	NA	Borstei, Stop Tram 20/21/N20 Richtung Karlsplatz (Stachus)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	1	de:09162:305:2:1	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5333398, 48.1694852)
315811033	Moosach Bahnhof	NA	NA	NA	NA	Moosach Bahnhof, Stop Tram 20/N20 (Endhaltestelle)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Münchner Verkehrsgesellschaft	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5073403, 48.1803986)
316327070	Olympiapark West	NA	NA	NA	NA	Olympiapark West, Stop Tram 20/21/N20 Richtung Karlsplatz (Stachus)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5373366, 48.166452)
316327073	Heideckstraße	NA	NA	NA	NA	Goethe-Institut, Stop Tram 20/21/N20 Richtung Karlsplatz (Stachus)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	1	de:09162:307:1:1	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5427375, 48.1625524)
316327076	Leonrodplatz	NA	NA	NA	NA	Leonrodplatz, Stop Tram 20/21/N20 Richtung Karlsplatz (Stachus)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	3	de:09162:11:3:3	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5470814, 48.159719)
316920606	Aubing	NA	NA	NA	NA	Aubing, Gleis 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	München-Aubing	NA	DB Netz AG	stop_position	NA	NA	stop	NA	MMAU	2	NA	NA	NA	NA	NA	NA	yes	NA	NA	8004141	no	NA	NA	NA	NA	c(11.4133228, 48.1559942)
316920607	Leienfelsstraße	NA	NA	NA	NA	Leienfelsstraße, Gleis 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	München Leienfelsstraße	NA	DB Netz AG	stop_position	NA	NA	stop	NA	MLEF	1	NA	NA	NA	NA	NA	NA	yes	NA	NA	8004133	yes	NA	NA	NA	NA	c(11.4284822, 48.1545596)
316922237	Donnersbergerbrücke	NA	NA	NA	NA	Donnersbergerbrücke, Gleis 3, S1/S2/S3/S4/S6/S8 Ri.Ostbahnhof/Hauptbahnhof	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	München Donnersbergerbrücke	NA	DB Station&Service AG	stop_position	NA	NA	stop	NA	MMDN	3	NA	NA	NA	NA	NA	NA	yes	NA	NA	8004128	no	NA	NA	NA	NA	c(11.536524, 48.1426314)
320498721	Moosach	NA	NA	NA	NA	Moosach, Gleis 5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	München-Moosach	NA	DB Netz AG	stop_position	NA	NA	stop	NA	MMCH	5	NA	NA	NA	NA	NA	NA	yes	NA	NA	8004155	NA	NA	NA	NA	NA	c(11.5059174, 48.1800919)
320613486	Ostbahnhof	NA	NA	NA	NA	Ostbahnhof	NA	-5	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Münchner Verkehrsgesellschaft	stop_position	NA	NA	stop	NA	NA	2	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	yes	NA	NA	NA	NA	c(11.6035262, 48.1280399)
322027938	Hopfenstraße	NA	NA	NA	NA	Hopfenstraße, Stop Tram 16/17/N16 Richtung St. Emmeram/Schwanseestraße/Effnerplatz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	1	de:09162:232:2:1	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5546107, 48.1422953)
339439941	Westfriedhof	NA	NA	NA	NA	Westfriedhof, Stop Tram 20/N20 Richtung Moosach Bahnhof	NA	NA	NA	NA	M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stop_position	NA	NA	stop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	c(11.5287196, 48.1698065)
